release_id,pdf_page,entity_type,value_verbatim,value_normalized,norm_rule,candidate_flags
DOW-UAP-D48-Report-September-1996.pdf,126,DATE,14 Apr 59,14 Apr 59,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,126,DATE,18 May 59,18 May 59,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,126,DATE,6 June 59,6 June 59,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,126,DATE,9 Sep 59,9 Sep 59,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,126,DATE,16 Sep. 59,16 Sep. 59,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,126,DATE,29 Oct 59,29 Oct 59,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,126,DATE,4 Nov 59,4 Nov 59,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,126,DATE,24 Nov 59,24 Nov 59,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,126,DATE,9/10/96,9/10/96,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,127,DATE,26 Nov 59,26 Nov 59,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,127,DATE,26 Jan 60,26 Jan 60,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,127,DATE,26 Feb 60,26 Feb 60,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,127,DATE,8 Mar 60,8 Mar 60,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,127,DATE,10 Mar 60,10 Mar 60,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,127,DATE,7 Apr 60,7 Apr 60,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,127,DATE,6 May 60,6 May 60,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,127,DATE,22 June 60,22 June 60,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,127,DATE,2 July 60,2 July 60,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,127,DATE,22 July 60,22 July 60,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,127,DATE,9/10/96,9/10/96,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,128,DATE,29 July 60,29 July 60,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,128,DATE,12 Sep 60,12 Sep 60,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,128,DATE,25 Sep 60,25 Sep 60,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,128,DATE,29 Sep 60,29 Sep 60,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,128,DATE,11 Oct 60,11 Oct 60,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,128,DATE,12 Oct 60,12 Oct 60,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,128,DATE,29 Nov 60,29 Nov 60,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,128,DATE,15 Dec 60,15 Dec 60,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,128,DATE,9/10/96,9/10/96,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,129,DATE,24 Jan 61,24 Jan 61,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,129,DATE,31 Jan 61,31 Jan 61,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,129,DATE,13 Mar 61,13 Mar 61,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,129,DATE,24 Mar 61,24 Mar 61,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,129,DATE,25 Apr 61,25 Apr 61,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,129,DATE,7 June 61,7 June 61,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,129,DATE,22 June 61,22 June 61,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,129,DATE,23 Aug 61,23 Aug 61,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,129,DATE,9/10/96,9/10/96,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,130,DATE,8 Sep 61,8 Sep 61,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,130,DATE,9 Sep 61,9 Sep 61,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,130,DATE,21 Oct 61,21 Oct 61,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,130,DATE,10 Nov 61,10 Nov 61,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,130,DATE,18 Nov 61,18 Nov 61,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,130,DATE,22 Nov 61,22 Nov 61,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,130,DATE,12 Dec 61,12 Dec 61,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,130,DATE,20 Dec 61,20 Dec 61,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,130,DATE,9/10/96,9/10/96,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,131,DATE,22 Dec 61,22 Dec 61,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,131,DATE,26 Jan 62,26 Jan 62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,131,DATE,16 Feb 62,16 Feb 62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,131,DATE,21 Feb 62,21 Feb 62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,131,DATE,28 Feb 62,28 Feb 62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,131,DATE,9 Apr 62,9 Apr 62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,131,DATE,8 May 62,8 May 62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,131,DATE,9/10/96,9/10/96,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,132,DATE,17 June 62,17 June 62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,132,DATE,13 July 62,13 July 62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,132,DATE,22 July 62,22 July 62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,132,DATE,9 Aug 62,9 Aug 62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,132,DATE,10 Aug 62,10 Aug 62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,132,DATE,27 Aug 62,27 Aug 62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,132,DATE,2 Oct 62,2 Oct 62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,132,DATE,18 Oct 62,18 Oct 62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,132,DATE,14 Nov 62,14 Nov 62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,132,DATE,9/10/96,9/10/96,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,133,DATE,17 Dec 62,17 Dec 62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,133,DATE,18 Dec 62,18 Dec 62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,133,DATE,22 Dec 62,22 Dec 62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,133,DATE,25 Jan 63,25 Jan 63,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,133,DATE,9 Mar 63,9 Mar 63,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,133,DATE,15 Mar 63,15 Mar 63,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,133,DATE,16 Mar 63,16 Mar 63,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,133,DATE,21 Mar 63,21 Mar 63,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,133,DATE,9/10/96,9/10/96,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,134,DATE,23 Mar 63,23 Mar 63,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,134,DATE,24 Apr 63,24 Apr 63,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,134,DATE,12 Jun 63,12 Jun 63,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,134,DATE,26 July 63,26 July 63,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,134,DATE,6 Sep 63,6 Sep 63,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,134,DATE,11 Sep 63,11 Sep 63,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,134,DATE,25 Sep 63,25 Sep 63,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,134,DATE,3 Oct 63,3 Oct 63,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,134,DATE,9/10/96,9/10/96,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,135,DATE,7 Oct 63,7 Oct 63,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,135,DATE,28 Oct 63,28 Oct 63,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,135,DATE,13 Nov 63,13 Nov 63,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,135,DATE,12 Feb 64,12 Feb 64,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,135,DATE,3 Apr 64,3 Apr 64,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,135,DATE,30 June 64,30 June 64,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,135,DATE,27 Aug 64,27 Aug 64,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,135,DATE,5 Nov 64,5 Nov 64,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,135,DATE,11 Dec 64,11 Dec 64,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,135,DATE,21 Jan 65,21 Jan 65,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,135,DATE,9/10/96,9/10/96,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,136,DATE,2 Mar 65,2 Mar 65,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,136,DATE,27 May 65,27 May 65,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,136,DATE,12 Jul 65,12 Jul 65,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,136,DATE,25 Oct 65,25 Oct 65,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,136,DATE,4 Mar 66,4 Mar 66,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,136,DATE,19 Mar 66,19 Mar 66,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,136,DATE,7 Apr 66,7 Apr 66,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,136,DATE,9/10/96,9/10/96,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,137,DATE,3 May 66,3 May 66,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,137,DATE,17 May 66,17 May 66,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,137,DATE,10 Jun 66,10 Jun 66,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,137,DATE,13 July 66,13 July 66,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,137,DATE,8 Aug 66,8 Aug 66,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,137,DATE,20 Sep 66,20 Sep 66,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,137,DATE,11 Oct 66,11 Oct 66,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,137,DATE,26 Oct 66,26 Oct 66,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,137,DATE,9/10/96,9/10/96,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,138,ORG,AFSC,AFSC,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,138,DATE,17 Jan 67,17 Jan 67,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,138,DATE,27 Oct 67,27 Oct 67,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,138,DATE,3 May 68,3 May 68,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,138,DATE,10 Aug 68,10 Aug 68,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,138,DATE,16 Aug 68,16 Aug 68,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,138,DATE,16 Nov 68,16 Nov 68,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,138,DATE,24 Feb 69,24 Feb 69,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,138,DATE,10 Oct 69,10 Oct 69,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,138,DATE,9/10/96,9/10/96,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,139,ORG,AFSC,AFSC,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,139,DATE,30 Nov 70,30 Nov 70,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,139,DATE,8 May 71,8 May 71,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,139,DATE,4 Dec 71,4 Dec 71,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,139,DATE,20 Feb 75,20 Feb 75,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,139,DATE,12 Apr 75,12 Apr 75,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,139,DATE,29 Sep 77,29 Sep 77,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,139,DATE,29 May 80,29 May 80,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,139,DATE,8 Dec 80,8 Dec 80,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,139,DATE,9/10/96,9/10/96,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,140,DATE,6 Aug 81,6 Aug 81,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,140,DATE,18 Dec 81,18 Dec 81,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,140,DATE,9 Jun 84,9 Jun 84,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,140,DATE,26 Mar 87,26 Mar 87,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,140,DATE,18 Apr 91,18 Apr 91,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,140,DATE,9/10/96,9/10/96,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,141,DATE,22 Aug 92,22 Aug 92,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,141,DATE,18 Apr 91,18 Apr 91,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,141,DATE,25 Mar 93,25 Mar 93,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,142,ORG,NASA,NASA,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,142,ORG,USAF,USAF,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,142,DATE,"May 13, 1960","May 13, 1960",,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,142,DATE,9/10/96,9/10/96,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,143,DATE,9/10/96,9/10/96,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,05/13/60,05/13/60,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,08/12/60,08/12/60,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,11/23/60,11/23/60,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,03/25/61,03/25/61,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,07/12/61,07/12/61,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,08/15/61,08/15/61,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,02/08/62,02/08/62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,03/07/62,03/07/62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,04/26/62,04/26/62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,06/19/62,06/19/62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,07/10/62,07/10/62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,09/18/62,09/18/62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,10/02/62,10/02/62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,10/27/62,10/27/62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,12/13/62,12/13/62,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,02/13/63,02/13/63,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,04/02/63,04/02/63,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,05/07/63,05/07/63,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,06/19/63,06/19/63,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,07/26/63,07/26/63,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,11/26/63,11/26/63,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,12/21/63,12/21/63,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,01/21/64,01/21/64,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,03/19/64,03/19/64,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,08/19/64,08/19/64,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,10/03/64,10/03/64,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,12/21/64,12/21/64,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,01/22/65,01/22/65,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,02/03/65,02/03/65,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,04/06/65,04/06/65,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,145,DATE,9/10/96,9/10/96,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,05/29/65,05/29/65,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,07/01/65,07/01/65,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,08/25/65,08/25/65,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,11/06/65,11/06/65,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,12/16/65,12/16/65,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,02/03/66,02/03/66,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,02/28/66,02/28/66,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,05/25/66,05/25/66,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,07/01/66,07/01/66,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,08/17/66,08/17/66,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,10/02/66,10/02/66,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,10/26/66,10/26/66,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,12/14/66,12/14/66,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,01/11/67,01/11/67,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,01/26/67,01/26/67,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,03/08/67,03/08/67,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,03/22/67,03/22/67,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,04/20/67,04/20/67,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,05/24/67,05/24/67,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,07/19/67,07/19/67,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,09/07/67,09/07/67,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,09/27/67,09/27/67,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,10/18/67,10/18/67,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,11/10/67,11/10/67,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,12/13/67,12/13/67,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,01/11/68,01/11/68,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,07/04/68,07/04/68,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,08/16/68,08/16/68,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,09/18/68,09/18/68,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,11/08/68,11/08/68,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,12/05/68,12/05/68,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,12/15/68,12/15/68,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,12/18/68,12/18/68,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,01/22/69,01/22/69,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,01/30/69,01/30/69,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,02/05/69,02/05/69,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,02/26/69,02/26/69,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,05/21/69,05/21/69,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,06/21/69,06/21/69,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,06/29/69,06/29/69,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,07/26/69,07/26/69,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,08/09/69,08/09/69,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,08/27/69,08/27/69,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,11/22/69,11/22/69,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,01/14/70,01/14/70,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,01/23/70,01/23/70,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,146,DATE,9/10/96,9/10/96,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,03/20/70,03/20/70,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,04/22/70,04/22/70,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,07/23/70,07/23/70,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,08/19/70,08/19/70,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,12/11/70,12/11/70,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,02/03/71,02/03/71,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,03/13/71,03/13/71,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,04/01/71,04/01/71,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,09/29/71,09/29/71,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,10/21/71,10/21/71,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,01/31/72,01/31/72,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,03/11/72,03/11/72,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,07/23/72,07/23/72,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,09/22/72,09/22/72,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,10/15/72,10/15/72,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,11/10/72,11/10/72,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,12/10/72,12/10/72,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,04/20/73,04/20/73,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,06/10/73,06/10/73,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,07/16/73,07/16/73,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,10/26/73,10/26/73,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,11/06/73,11/06/73,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,12/16/73,12/16/73,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,01/19/74,01/19/74,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,04/13/74,04/13/74,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,05/17/74,05/17/74,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,10/10/74,10/10/74,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,11/15/74,11/15/74,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,11/22/74,11/22/74,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,12/18/74,12/18/74,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,01/22/75,01/22/75,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,02/06/75,02/06/75,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,04/09/75,04/09/75,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,05/07/75,05/07/75,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,06/12/75,06/12/75,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,06/21/75,06/21/75,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,08/08/75,08/08/75,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,08/26/75,08/26/75,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,10/16/75,10/16/75,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,11/19/75,11/19/75,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,12/12/75,12/12/75,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,01/17/76,01/17/76,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,02/19/76,02/19/76,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,03/26/76,03/26/76,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,04/22/76,04/22/76,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,147,DATE,9/10/96,9/10/96,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,148,DATE,05/04/76,05/04/76,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,148,DATE,01/26/78,01/26/78,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,148,DATE,03/05/78,03/05/78,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,148,DATE,01/30/79,01/30/79,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,148,DATE,02/14/80,02/14/80,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,148,DATE,09/09/80,09/09/80,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,148,DATE,11/15/80,11/15/80,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,148,DATE,05/22/81,05/22/81,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,148,DATE,08/03/81,08/03/81,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,148,DATE,09/24/81,09/24/81,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,148,DATE,10/06/81,10/06/81,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,148,DATE,11/20/81,11/20/81,,CLEAN
DOW-UAP-D48-Report-September-1996.pdf,148,DATE,01/15/82,01/15/82,,CLEAN
